PC1,PC2,Personality
-1.9858459924388392,0.8783313518257921,Extrovert
-1.9415622488810813,-0.7885304141541281,Extrovert
-1.2412745188558296,-0.1222985567275739,Extrovert
2.115233835891694,0.7823628959052294,Introvert
1.4880771429119661,-1.2246038408858457,Introvert
-0.667504940458482,-1.081103188380319,Extrovert
-2.04357826874987,-0.1383720112338706,Extrovert
-0.20364558785944287,0.43413113263202335,Extrovert
0.7375225954041347,1.028979499130009,Introvert
0.24602327482076455,0.2861363531437929,Introvert
1.3324323240647449,-0.2753873158217254,Introvert
-2.165986911908599,0.31463298236785314,Extrovert
-0.9877053393193834,-0.14474792873525463,Extrovert
-0.8570987747446027,-0.6201067751494042,Extrovert
1.7509946241017782,0.6442202104592956,Introvert
-3.2441248675637655,-0.011548392090852979,Extrovert
-0.5718685994332454,-0.5195844233621403,Extrovert
0.7980850450290551,0.42415867705590243,Introvert
-1.827355935892003,1.723747462324882,Extrovert
1.066742076155973,-1.053136835000801,Introvert
1.3899110978266886,1.113458496645397,Introvert
-1.6067752165114242,-0.30503987133058325,Extrovert
-1.9510123787935516,0.4749745864954744,Extrovert
1.2054294253818696,-0.44410088469670356,Introvert
-0.935027117062612,-1.390996782411351,Extrovert
2.9684412859420726,-0.5104062310842319,Introvert
1.6892790093356576,-0.9033964615925941,Introvert
3.234702438009326,0.03954829534573137,Introvert
1.9274658991643594,0.013223386510601298,Introvert
0.2800264506219029,-0.2795629675074631,Introvert
1.771050833971805,0.5084579212468279,Introvert
2.8080024080550525,-1.149344813129824,Introvert
-1.472201784508302,1.1688836135607996,Extrovert
-1.5250033918752768,1.1068145115088392,Extrovert
1.159684853771586,0.4963852690491454,Introvert
-1.6845232284531053,-0.5827211373881863,Extrovert
-1.817458748260056,-1.3605300483578986,Extrovert
2.84780437997989,-0.23361772762359165,Introvert
-1.9714619473496184,1.0929303917006503,Extrovert
-1.0615961828200686,-1.43864405948944,Extrovert
1.915601118245011,-0.9203077361228628,Introvert
-0.8201962008816147,-0.4450928927219158,Extrovert
-0.2452192969808279,-0.30537946273312583,Extrovert
1.045034267966916,0.043690120564053796,Introvert
1.7116232388696726,-0.6739103627668016,Introvert
1.62883948349214,0.7250827546535643,Introvert
-0.4167117738736823,-0.5359478077386873,Extrovert
2.6768314317871633,0.6007485850669438,Introvert
2.3260224421321167,-0.793455571553129,Introvert
0.559464322274934,-0.6135274628441814,Introvert
2.2233158405561317,-0.41569079053905406,Introvert
0.7165727540785711,-0.5975581577134735,Introvert
-0.6410822765389615,-0.48670384370116365,Extrovert
0.43258434737346096,0.24141736245289297,Introvert
-1.0309334316636847,-0.1620040757087646,Extrovert
1.6606375505001125,0.4991931939025087,Introvert
0.7715257712052733,0.46328017847875347,Introvert
-2.747897466455874,0.4806822523093112,Extrovert
-2.0905810799931457,1.2809852928716574,Extrovert
2.0836237542463354,-0.9179980398909278,Introvert
-1.2533988334608421,-1.4459672274310837,Extrovert
-1.1239845300037752,0.39631268521021157,Extrovert
0.6089354835585257,-1.1744276377071052,Introvert
-0.7123049664836767,0.04429369942026582,Extrovert
-0.7211337394369148,-0.7820450662364598,Extrovert
-2.19406071281835,0.9659578655970903,Extrovert
-2.143020864086551,-1.2610651235566817,Extrovert
-0.7019556353078982,1.0207090807481065,Extrovert
1.4492125229147317,0.7486986069702215,Introvert
-2.4391844995262257,-0.16836906209261077,Extrovert
-1.0377441585287694,1.1674170183935353,Extrovert
-0.6255483125412301,1.3568629107829338,Extrovert
-0.04722773776300268,0.17770681585654494,Introvert
-3.15926890573584,-0.30870108223665516,Extrovert
-1.0179342575503487,-1.3003216207190416,Extrovert
0.7178309937115628,-1.0764293080731526,Introvert
1.505180255686705,-0.7625003391365915,Introvert
0.9712126492141956,1.1120313780223865,Introvert
0.7399156895599142,-1.2370807573174067,Introvert
-1.5833061110159916,0.6025657027542892,Extrovert
-1.7442584864665676,-0.3390275395098991,Extrovert
1.4529358663553529,0.604814806336393,Introvert
2.0993352637165086,1.1799672378367643,Introvert
0.8575226186925583,-0.8587816202772838,Introvert
-2.1318499111070857,-1.123397402346157,Extrovert
0.7967034202858604,-0.40528812831247474,Introvert
3.1015101694205978,-0.8895879457332789,Introvert
-1.1863874802444057,-0.9002278292311119,Extrovert
-2.1579721057727617,-0.4397398296096643,Extrovert
-1.0996336112058447,0.1735311641708074,Extrovert
-0.7468248860810575,-0.21613141966382723,Extrovert
-1.5499935169220507,-0.23552723980315307,Extrovert
1.435016001859328,-1.6768104910078523,Introvert
1.5043558489791329,-0.16256289698002385,Introvert
-0.9991358259845124,-0.6725531980158255,Extrovert
0.9868681587304617,-1.0940795342925023,Introvert
-2.1283108454675914,1.4670986346399884,Extrovert
-0.9192619085590013,-0.6316104987241248,Extrovert
-2.9955405173336187,0.06528740737822042,Extrovert
-2.274625673279859,0.36796198284319853,Extrovert
1.76871909383575,-0.9835200540977822,Introvert
1.0895205999442086,-0.41792488282211554,Introvert
1.351418279664395,-1.8585289512217298,Introvert
1.4732520712398443,1.1438496267499765,Introvert
-0.03619060978391299,1.187705601129824,Extrovert
-1.4547849776856605,0.9672052308956384,Extrovert
-2.5580468833879753,0.17101316918769424,Extrovert
0.41378591580762486,-0.3863510602503235,Introvert
-1.2376877853194694,0.36733848874060415,Extrovert
3.280573179633699,0.6461903152886881,Introvert
-1.7286703621065975,0.45061978248973644,Extrovert
1.388837597323625,-0.8573906290588923,Introvert
1.3475041659572733,-0.02720487200143398,Introvert
-1.4497492342498088,-0.7094691525823309,Extrovert
0.9555043859767087,-0.4624641201885529,Introvert
1.2555119650633222,-0.6295362445191433,Introvert
-2.1577153569909844,-0.28841249950036646,Extrovert
-1.9047138353803317,0.440402900757818,Extrovert
2.3468521445801644,0.048233909079049855,Introvert
1.1967240375388348,0.03787830537462793,Introvert
1.3046689709702106,-0.8113140965236566,Introvert
-1.4045751054692055,-1.1375007520230618,Extrovert
-2.4086451334800447,-0.20004703403999197,Extrovert
1.4688348998593397,0.49187002596086515,Introvert
-1.4327002818373085,0.806553781651385,Extrovert
1.6500342554464424,-0.3897392995738816,Introvert
0.05742768515317086,-0.4065354936110231,Extrovert
-1.8006632983966466,0.5276353352832727,Extrovert
1.6579976861239267,0.14861753889381035,Introvert
1.237404576533484,-0.7002514837601685,Introvert
1.1410639676781917,0.12301536958952441,Introvert
-1.7543615087507405,1.0165334290623693,Extrovert
-0.45747151617766696,0.3052531745304066,Extrovert
0.30280497441013826,0.35564898467122286,Introvert
1.6993146464635338,0.7368008041496615,Introvert
2.260912242359004,0.5551864933113739,Introvert
-0.4793568698391664,1.1476816068516664,Extrovert
1.6265077433560846,-0.7668952206910455,Introvert
2.309121917776917,-0.050312310708623874,Introvert
1.2735651932309222,0.4950984272063435,Introvert
2.800367735811196,1.0646732846850477,Introvert
-1.64659087455912,0.43641228343724214,Extrovert
-1.0535093670323807,0.40803073470630885,Extrovert
-0.8117984759499102,0.49898979909866975,Extrovert
-1.3398267289696608,-0.006161502511186762,Extrovert
-2.1683186520446545,-1.177344992976757,Extrovert
0.4315136317742828,-1.4906215452906486,Introvert
1.6109196189961152,-1.5565425426906814,Introvert
0.13366070868008337,0.19868959269696151,Introvert
0.06791084132932496,-0.3024511763459364,Introvert
0.5344228217698069,-0.6631395637109638,Introvert
-0.2950013674084362,1.1581128145049617,Extrovert
-1.4051395171623133,0.13723379975955682,Extrovert
